,sequence,coordination_inaccuracy,global_accuracy,global_inaccuracy,information_motion_tau,pad_actions,participant_motion_tau,performance,spatial_inaccuracy,switch_actions,temporal_inaccuracy,trigger_actions,file_id
863,wave5,43.0,11.0,91.0,1.7114100890649975,12.0,1.1940909205128043,0.31,46.0,3.0,2.0,90.0,6ccc1d95-678e-45e1-ad29-2c137012c960
864,wave0,1.0,4.0,1.0,0.31359225672419244,1.0,0.31359225672419244,0.05,0.0,1.0,0.0,4.0,92e180e6-7b3f-4fc6-9e87-014a983d0e33
865,wave1,1.0,13.0,8.0,1.656498627125104,4.0,1.0617876574786052,0.24,7.0,3.0,0.0,17.0,92e180e6-7b3f-4fc6-9e87-014a983d0e33
866,wave2,3.0,21.0,3.0,1.452897595614273,10.0,1.146619037907946,0.27,0.0,7.0,0.0,14.0,92e180e6-7b3f-4fc6-9e87-014a983d0e33
867,wave3,3.0,22.0,9.0,2.36882833855809,9.0,1.908867030347082,0.34,6.0,7.0,0.0,22.0,92e180e6-7b3f-4fc6-9e87-014a983d0e33
868,wave4,1.0,25.0,17.0,2.7403288463409283,9.0,2.0401129721565687,0.41,16.0,5.0,0.0,33.0,92e180e6-7b3f-4fc6-9e87-014a983d0e33
869,wave5,5.0,20.0,26.0,3.075578681536806,10.0,1.4297916016171148,0.43,21.0,4.0,0.0,36.0,92e180e6-7b3f-4fc6-9e87-014a983d0e33
870,wave0,2.0,4.0,17.0,0.2593498613328242,4.0,0.27601401516048485,0.05,15.0,3.0,0.0,17.0,a8d56a22-a912-41bc-8dac-e3b7bb06abfd
871,wave1,0.0,8.0,4.0,2.7833686469618697,9.0,0.7660213717861772,0.24,3.0,1.0,1.0,3.0,a8d56a22-a912-41bc-8dac-e3b7bb06abfd
872,wave2,0.0,13.0,4.0,1.4555204986969583,17.0,0.554196754329337,0.24,0.0,0.0,4.0,0.0,a8d56a22-a912-41bc-8dac-e3b7bb06abfd
873,wave3,2.0,10.0,6.0,1.4010469361942772,16.0,0.7448445188455898,0.18,2.0,0.0,2.0,0.0,a8d56a22-a912-41bc-8dac-e3b7bb06abfd
874,wave4,0.0,16.0,2.0,1.7408115518607075,18.0,0.8073693740005569,0.2,0.0,0.0,2.0,0.0,a8d56a22-a912-41bc-8dac-e3b7bb06abfd
875,wave5,4.0,14.0,8.0,2.2265789760966768,22.0,0.9471926727742683,0.27,3.0,0.0,1.0,0.0,a8d56a22-a912-41bc-8dac-e3b7bb06abfd
876,wave0,0.0,4.0,2.0,0.2581534822816921,3.0,0.7188713024081848,0.05,2.0,1.0,0.0,3.0,9a8d8708-6357-4971-9525-00be45ed36f3
877,wave1,5.0,17.0,23.0,1.5719655764314933,16.0,1.3253458887630185,0.24,15.0,10.0,3.0,24.0,9a8d8708-6357-4971-9525-00be45ed36f3
878,wave2,4.0,20.0,20.0,2.756521210758265,20.0,2.292042617977313,0.35,13.0,10.0,3.0,20.0,9a8d8708-6357-4971-9525-00be45ed36f3
879,wave3,6.0,20.0,25.0,3.0965736963764594,11.0,1.4786228317520171,0.38,19.0,9.0,0.0,34.0,9a8d8708-6357-4971-9525-00be45ed36f3
880,wave4,9.0,30.0,24.0,2.176198903351803,19.0,2.080439534141695,0.41,14.0,13.0,1.0,35.0,9a8d8708-6357-4971-9525-00be45ed36f3
881,wave5,4.0,25.0,39.0,2.460858414991922,12.0,1.6302954008581771,0.43,35.0,9.0,0.0,52.0,9a8d8708-6357-4971-9525-00be45ed36f3
882,wave0,0.0,3.0,6.0,1.2187126872438414,2.0,1.0497475733201183,0.05,6.0,2.0,0.0,7.0,8d237ba7-973a-41eb-9a99-0d0d8b660e20
883,wave1,1.0,6.0,8.0,0.8046573863104091,6.0,0.7554035475168542,0.08,7.0,3.0,0.0,8.0,8d237ba7-973a-41eb-9a99-0d0d8b660e20
884,wave2,0.0,6.0,18.0,1.498479978296837,5.0,0.6412741033168861,0.15,18.0,2.0,0.0,19.0,8d237ba7-973a-41eb-9a99-0d0d8b660e20
885,wave3,1.0,10.0,14.0,1.4654517999522854,10.0,0.7829582977935726,0.15,13.0,5.0,0.0,14.0,8d237ba7-973a-41eb-9a99-0d0d8b660e20
886,wave4,6.0,14.0,19.0,2.305886801724623,11.0,1.265503420000876,0.26,12.0,3.0,1.0,22.0,8d237ba7-973a-41eb-9a99-0d0d8b660e20
887,wave5,5.0,15.0,16.0,2.1778715765885677,14.0,1.1584298726264288,0.28,10.0,5.0,1.0,17.0,8d237ba7-973a-41eb-9a99-0d0d8b660e20
888,wave0,5.0,2.0,11.0,0.3658880252477115,0.0,0.36799706107192154,0.05,6.0,0.0,0.0,13.0,5e3574f0-06cc-45af-be5d-36097752b331
889,wave1,6.0,1.0,17.0,0.5853710826572971,0.0,0.2372598288934553,0.05,11.0,0.0,0.0,18.0,5e3574f0-06cc-45af-be5d-36097752b331
890,wave2,6.0,0.0,12.0,0.19941280806396744,0.0,0.20125976311944108,0.05,6.0,0.0,0.0,12.0,5e3574f0-06cc-45af-be5d-36097752b331
891,wave3,5.0,1.0,5.0,0.630317651638858,0.0,0.41658428419768206,0.05,0.0,0.0,0.0,6.0,5e3574f0-06cc-45af-be5d-36097752b331
892,wave4,2.0,2.0,5.0,0.9388304022922915,0.0,0.44966540819424516,0.05,3.0,0.0,0.0,7.0,5e3574f0-06cc-45af-be5d-36097752b331
893,wave5,6.0,1.0,13.0,0.33577373162145796,0.0,0.36919054442752736,0.05,7.0,0.0,0.0,14.0,5e3574f0-06cc-45af-be5d-36097752b331
894,wave0,4.0,3.0,14.0,0.09959195516884285,6.0,0.31243836106729894,0.05,10.0,3.0,0.0,11.0,e7609a32-9659-43f1-a771-5ef9d047a1eb
895,wave1,4.0,6.0,6.0,0.5574198154669031,8.0,0.6347819379617659,0.08,2.0,4.0,0.0,4.0,e7609a32-9659-43f1-a771-5ef9d047a1eb
896,wave2,0.0,7.0,6.0,1.381327136630304,5.0,0.6003377674324288,0.15,6.0,4.0,0.0,8.0,e7609a32-9659-43f1-a771-5ef9d047a1eb
897,wave3,2.0,8.0,11.0,1.4578221218760627,5.0,0.6564404635016438,0.15,9.0,4.0,0.0,14.0,e7609a32-9659-43f1-a771-5ef9d047a1eb
898,wave4,4.0,11.0,13.0,1.308666298995421,6.0,0.8812543081262871,0.18,9.0,4.0,0.0,18.0,e7609a32-9659-43f1-a771-5ef9d047a1eb
899,wave5,2.0,10.0,23.0,1.825504612559203,6.0,0.8756878186725573,0.2,21.0,4.0,0.0,27.0,e7609a32-9659-43f1-a771-5ef9d047a1eb
900,wave0,14.0,3.0,26.0,0.363162825629006,18.0,0.4598382325871917,0.05,12.0,8.0,0.0,11.0,09e7718c-e75a-4c73-990f-1db6153a4d10
901,wave1,8.0,5.0,17.0,0.5589150288129532,14.0,0.6595208653856691,0.08,9.0,4.0,0.0,8.0,09e7718c-e75a-4c73-990f-1db6153a4d10
902,wave2,8.0,7.0,17.0,0.6284758178725116,17.0,0.5994983466386895,0.11,9.0,6.0,0.0,7.0,09e7718c-e75a-4c73-990f-1db6153a4d10
903,wave3,26.0,6.0,49.0,1.5496839023647733,40.0,1.860066958288696,0.14,20.0,12.0,3.0,15.0,09e7718c-e75a-4c73-990f-1db6153a4d10
904,wave4,32.0,12.0,58.0,1.111485783058708,42.0,1.568856858849999,0.16,23.0,21.0,3.0,28.0,09e7718c-e75a-4c73-990f-1db6153a4d10
905,wave5,39.0,18.0,98.0,0.743511413936305,73.0,2.0628550928974847,0.19,55.0,30.0,4.0,43.0,09e7718c-e75a-4c73-990f-1db6153a4d10
906,wave0,48.0,4.0,51.0,0.30533754173732247,1.0,0.31200836760866163,0.05,3.0,1.0,0.0,54.0,6400e4de-d63e-4252-8b4d-da168add48a0
907,wave1,63.0,17.0,73.0,1.5636613857998203,10.0,1.387616843696461,0.24,9.0,6.0,1.0,80.0,6400e4de-d63e-4252-8b4d-da168add48a0
908,wave2,68.0,20.0,103.0,1.9545486496034792,12.0,1.3848177038053502,0.35,35.0,9.0,0.0,111.0,6400e4de-d63e-4252-8b4d-da168add48a0
909,wave3,62.0,16.0,94.0,3.341358623729858,11.0,1.4645559427451758,0.38,32.0,7.0,0.0,99.0,6400e4de-d63e-4252-8b4d-da168add48a0
910,wave4,61.0,22.0,86.0,2.3144354860532377,16.0,1.4927325552818476,0.38,25.0,10.0,0.0,92.0,6400e4de-d63e-4252-8b4d-da168add48a0
911,wave5,66.0,24.0,120.0,1.8435326045756253,19.0,1.753503099097378,0.35,54.0,11.0,0.0,125.0,6400e4de-d63e-4252-8b4d-da168add48a0
912,wave0,1.0,4.0,1.0,0.1933543163734133,1.0,0.1933543163734133,0.05,0.0,1.0,0.0,4.0,9e7d12cd-0379-40af-a426-220587fae7fc
913,wave1,0.0,13.0,11.0,1.7989645865984614,8.0,1.1522162920065304,0.24,11.0,5.0,0.0,16.0,9e7d12cd-0379-40af-a426-220587fae7fc
914,wave2,1.0,12.0,11.0,2.407265718081049,9.0,1.0560542009548475,0.27,8.0,4.0,2.0,14.0,9e7d12cd-0379-40af-a426-220587fae7fc
915,wave3,3.0,17.0,10.0,1.6919833980343797,8.0,1.4430930519741956,0.24,6.0,7.0,1.0,19.0,9e7d12cd-0379-40af-a426-220587fae7fc
916,wave4,0.0,21.0,26.0,2.1301839764630466,12.0,1.5168463983559783,0.35,25.0,8.0,1.0,35.0,9e7d12cd-0379-40af-a426-220587fae7fc
917,wave5,1.0,25.0,25.0,2.062923529286811,14.0,1.2616557798554344,0.38,24.0,8.0,0.0,36.0,9e7d12cd-0379-40af-a426-220587fae7fc
918,wave0,7.0,3.0,15.0,0.15423299620543807,9.0,0.23286474696868217,0.05,8.0,5.0,0.0,9.0,92b5612e-a091-4bf6-ab87-4fa6670a6e49
919,wave1,5.0,3.0,12.0,0.4712449505417845,6.0,0.42409586988802567,0.08,7.0,3.0,0.0,9.0,92b5612e-a091-4bf6-ab87-4fa6670a6e49
920,wave2,2.0,7.0,30.0,0.36219373033730595,8.0,0.5830208219870044,0.07,26.0,6.0,2.0,29.0,92b5612e-a091-4bf6-ab87-4fa6670a6e49
921,wave3,3.0,6.0,20.0,0.6948462532805582,2.0,0.9832199215257662,0.09,17.0,2.0,0.0,24.0,92b5612e-a091-4bf6-ab87-4fa6670a6e49
922,wave4,3.0,9.0,33.0,1.1263386208514428,13.0,1.172943852923155,0.16,29.0,9.0,1.0,29.0,92b5612e-a091-4bf6-ab87-4fa6670a6e49
923,wave5,2.0,10.0,23.0,1.0187864100924326,5.0,0.42870421855496554,0.19,21.0,4.0,0.0,28.0,92b5612e-a091-4bf6-ab87-4fa6670a6e49
924,wave0,1.0,3.0,1.0,0.5241644326158976,0.0,0.41368179156313856,0.05,0.0,0.0,0.0,4.0,6353abe0-a176-48eb-a54c-9bd8e9a17518
925,wave1,0.0,5.0,0.0,0.6571724064695925,0.0,0.5709896713917393,0.08,0.0,0.0,0.0,5.0,6353abe0-a176-48eb-a54c-9bd8e9a17518
926,wave2,0.0,7.0,2.0,1.1205661644575349,0.0,0.8333344536849436,0.11,2.0,0.0,0.0,9.0,6353abe0-a176-48eb-a54c-9bd8e9a17518
927,wave3,0.0,7.0,9.0,1.4457954185640531,0.0,0.9073814343741721,0.14,9.0,0.0,0.0,16.0,6353abe0-a176-48eb-a54c-9bd8e9a17518
928,wave4,1.0,11.0,5.0,0.891428475018559,0.0,0.8010754549153716,0.16,4.0,0.0,0.0,16.0,6353abe0-a176-48eb-a54c-9bd8e9a17518
929,wave5,1.0,12.0,9.0,1.6421962547457263,0.0,1.2497830046064797,0.19,8.0,0.0,0.0,21.0,6353abe0-a176-48eb-a54c-9bd8e9a17518
930,wave0,1.0,3.0,14.0,0.3369017486393908,9.0,1.437306091332561,0.05,13.0,1.0,0.0,8.0,98480ee0-6ad2-4042-a235-c200b048353f
931,wave1,1.0,6.0,19.0,0.427753532391552,20.0,1.2298958888179163,0.08,18.0,2.0,0.0,5.0,98480ee0-6ad2-4042-a235-c200b048353f
932,wave2,1.0,12.0,22.0,0.6365197928455617,18.0,1.1353408492543,0.15,19.0,9.0,2.0,16.0,98480ee0-6ad2-4042-a235-c200b048353f
933,wave3,8.0,16.0,34.0,2.3900732850455624,16.0,1.8705207576612284,0.34,23.0,7.0,3.0,34.0,98480ee0-6ad2-4042-a235-c200b048353f
934,wave4,5.0,25.0,28.0,2.018059286916524,16.0,1.4077303232233411,0.36,19.0,7.0,4.0,37.0,98480ee0-6ad2-4042-a235-c200b048353f
935,wave5,17.0,22.0,61.0,1.994993279688494,16.0,2.044493021516693,0.36,41.0,6.0,3.0,67.0,98480ee0-6ad2-4042-a235-c200b048353f
936,wave0,0.0,3.0,3.0,0.3114519363906227,0.0,0.31226603705466294,0.05,3.0,0.0,0.0,6.0,816b0bd1-3b15-47bc-9ed3-5b659b2cd8f2
937,wave1,1.0,4.0,5.0,0.7086034622489211,0.0,0.5173736138507865,0.08,4.0,0.0,0.0,9.0,816b0bd1-3b15-47bc-9ed3-5b659b2cd8f2
938,wave2,1.0,5.0,3.0,0.5439587809071343,0.0,0.7332922753164552,0.08,2.0,0.0,0.0,8.0,816b0bd1-3b15-47bc-9ed3-5b659b2cd8f2
939,wave3,0.0,4.0,0.0,0.5226566953844632,0.0,0.48967684982356907,0.07,0.0,0.0,0.0,4.0,816b0bd1-3b15-47bc-9ed3-5b659b2cd8f2
940,wave4,3.0,9.0,5.0,0.60405591996826,2.0,0.7026663328724226,0.14,2.0,1.0,0.0,12.0,816b0bd1-3b15-47bc-9ed3-5b659b2cd8f2
941,wave5,2.0,13.0,12.0,1.193924735340011,9.0,0.9170570451996074,0.2,9.0,3.0,1.0,16.0,816b0bd1-3b15-47bc-9ed3-5b659b2cd8f2
942,wave0,4.0,3.0,12.0,0.30592373148809604,6.0,0.34248977995169383,0.05,8.0,3.0,0.0,9.0,ae6a603e-8dcd-4e67-bc51-01e7213ce154
943,wave1,4.0,6.0,11.0,0.7937024063919141,14.0,0.6234677773908307,0.08,7.0,1.0,0.0,3.0,ae6a603e-8dcd-4e67-bc51-01e7213ce154
944,wave2,12.0,7.0,24.0,0.7001049759816804,26.0,0.38455958330681356,0.15,11.0,2.0,1.0,5.0,ae6a603e-8dcd-4e67-bc51-01e7213ce154
945,wave3,5.0,8.0,11.0,1.006888707803221,13.0,0.525490489144597,0.15,5.0,3.0,1.0,6.0,ae6a603e-8dcd-4e67-bc51-01e7213ce154
946,wave4,11.0,11.0,30.0,0.8476636757552747,30.0,0.6778739875187846,0.18,14.0,3.0,5.0,11.0,ae6a603e-8dcd-4e67-bc51-01e7213ce154
947,wave5,3.0,13.0,24.0,1.4497041432668398,12.0,1.1533202810054608,0.2,21.0,4.0,0.0,25.0,ae6a603e-8dcd-4e67-bc51-01e7213ce154
948,wave0,9.0,3.0,23.0,0.29199176272404015,10.0,0.5831157064017451,0.05,14.0,4.0,0.0,16.0,63344801-ad99-4131-8b5c-e57e11883d3a
949,wave1,9.0,7.0,30.0,0.6586891450947112,16.0,1.4686721653819144,0.08,20.0,5.0,1.0,21.0,63344801-ad99-4131-8b5c-e57e11883d3a
950,wave2,10.0,10.0,38.0,1.784577275279829,14.0,1.5816859340600993,0.27,26.0,6.0,2.0,34.0,63344801-ad99-4131-8b5c-e57e11883d3a
951,wave3,9.0,14.0,51.0,1.5891960304856783,30.0,1.5338060652366885,0.27,35.0,9.0,7.0,35.0,63344801-ad99-4131-8b5c-e57e11883d3a
952,wave4,25.0,15.0,66.0,1.9410061555657017,43.0,1.6365763729320135,0.3,30.0,14.0,11.0,38.0,63344801-ad99-4131-8b5c-e57e11883d3a
953,wave5,24.0,17.0,80.0,1.7068355693731083,51.0,1.7020517780577264,0.3,47.0,14.0,9.0,46.0,63344801-ad99-4131-8b5c-e57e11883d3a
954,wave0,31.0,2.0,34.0,0.1642640179218677,0.0,0.16740661985095956,0.05,3.0,0.0,0.0,36.0,61d3b31f-a5c1-43c3-8e6b-ca9b99cb4f1a
955,wave1,4.0,5.0,4.0,0.09953528752228662,5.0,0.17561489293948,0.05,0.0,1.0,0.0,4.0,61d3b31f-a5c1-43c3-8e6b-ca9b99cb4f1a
956,wave2,6.0,7.0,8.0,0.7058346869911829,10.0,0.8344012007357129,0.08,1.0,5.0,1.0,5.0,61d3b31f-a5c1-43c3-8e6b-ca9b99cb4f1a
957,wave3,13.0,7.0,23.0,1.9723719925038536,9.0,1.347326389559477,0.27,10.0,5.0,0.0,21.0,61d3b31f-a5c1-43c3-8e6b-ca9b99cb4f1a
958,wave4,10.0,4.0,20.0,2.2146082219528167,4.0,0.9229483106094174,0.24,10.0,1.0,0.0,20.0,61d3b31f-a5c1-43c3-8e6b-ca9b99cb4f1a
959,wave5,6.0,12.0,21.0,0.8005549488411936,10.0,0.8268632670685703,0.12,14.0,4.0,1.0,23.0,61d3b31f-a5c1-43c3-8e6b-ca9b99cb4f1a
960,wave0,16.0,3.0,17.0,0.31955108799840143,0.0,0.29338303354269424,0.05,1.0,0.0,0.0,20.0,42989c8d-ab89-41d9-a3d7-4c6527e877d5
961,wave1,33.0,6.0,35.0,0.3857463025881321,3.0,0.33461672425750344,0.08,1.0,1.0,1.0,38.0,42989c8d-ab89-41d9-a3d7-4c6527e877d5
962,wave2,36.0,10.0,77.0,0.8497025998960908,10.0,0.7888692822893246,0.15,38.0,3.0,3.0,77.0,42989c8d-ab89-41d9-a3d7-4c6527e877d5
963,wave3,35.0,15.0,62.0,1.151600229732947,12.0,0.7586703746486052,0.22,22.0,3.0,5.0,65.0,42989c8d-ab89-41d9-a3d7-4c6527e877d5
964,wave4,70.0,11.0,102.0,2.4510742308766464,5.0,0.9899571609104366,0.32,31.0,2.0,1.0,108.0,42989c8d-ab89-41d9-a3d7-4c6527e877d5
965,wave5,53.0,10.0,175.0,2.3023425768040697,7.0,1.2164995309038276,0.32,120.0,2.0,2.0,178.0,42989c8d-ab89-41d9-a3d7-4c6527e877d5
966,wave0,16.0,3.0,38.0,0.2446540685700835,23.0,0.5770351084111166,0.05,22.0,7.0,0.0,18.0,cc838aea-13dd-439b-90f6-87ba365fd461
967,wave1,7.0,5.0,16.0,0.531481128559876,18.0,0.5103273426020205,0.08,8.0,2.0,1.0,3.0,cc838aea-13dd-439b-90f6-87ba365fd461
968,wave2,10.0,4.0,24.0,1.2278506146974242,17.0,0.8220703451028023,0.11,13.0,5.0,1.0,11.0,cc838aea-13dd-439b-90f6-87ba365fd461
969,wave3,9.0,4.0,26.0,1.2273450008335633,20.0,1.006006355087231,0.09,17.0,3.0,0.0,10.0,cc838aea-13dd-439b-90f6-87ba365fd461
970,wave4,10.0,5.0,25.0,0.6966908176460335,18.0,0.8678531813768812,0.09,15.0,3.0,0.0,12.0,cc838aea-13dd-439b-90f6-87ba365fd461
971,wave5,10.0,7.0,25.0,0.6901967766015744,23.0,0.6629587357533441,0.08,14.0,3.0,1.0,9.0,cc838aea-13dd-439b-90f6-87ba365fd461
972,wave0,5.0,3.0,10.0,0.14567237350421844,5.0,0.1566223010075967,0.05,5.0,2.0,0.0,8.0,4aa653c4-b194-48a8-9c7b-3a5c24c397f9
973,wave1,2.0,7.0,8.0,0.5939098833153368,7.0,0.6436820941646245,0.08,6.0,3.0,0.0,8.0,4aa653c4-b194-48a8-9c7b-3a5c24c397f9
974,wave2,0.0,14.0,7.0,2.529179431396081,15.0,1.429172103060827,0.27,2.0,2.0,5.0,6.0,4aa653c4-b194-48a8-9c7b-3a5c24c397f9
975,wave3,1.0,13.0,14.0,2.8394890284952887,16.0,1.1196883450674477,0.3,8.0,3.0,5.0,11.0,4aa653c4-b194-48a8-9c7b-3a5c24c397f9
976,wave4,2.0,12.0,10.0,1.9770260749483382,13.0,0.6234699036916804,0.3,6.0,5.0,2.0,9.0,4aa653c4-b194-48a8-9c7b-3a5c24c397f9
977,wave5,0.0,12.0,13.0,1.7464560836125718,5.0,1.2852690270124347,0.23,13.0,4.0,0.0,20.0,4aa653c4-b194-48a8-9c7b-3a5c24c397f9
978,wave0,0.0,4.0,0.0,0.39170860755419645,1.0,0.39170860755419645,0.05,0.0,1.0,0.0,3.0,e679d81c-368f-43ad-b58a-632ec63686a0
979,wave1,1.0,11.0,17.0,1.9613056160226412,7.0,1.4632557986322485,0.24,16.0,6.0,0.0,21.0,e679d81c-368f-43ad-b58a-632ec63686a0
980,wave2,1.0,13.0,8.0,1.65438478742233,5.0,0.7791269161850607,0.27,7.0,4.0,0.0,16.0,e679d81c-368f-43ad-b58a-632ec63686a0
981,wave3,1.0,15.0,7.0,1.3107035845189174,8.0,0.8601876184389309,0.24,6.0,6.0,0.0,14.0,e679d81c-368f-43ad-b58a-632ec63686a0
982,wave4,3.0,18.0,17.0,1.8477303881811522,10.0,1.319967960137792,0.31,14.0,7.0,0.0,25.0,e679d81c-368f-43ad-b58a-632ec63686a0
983,wave5,1.0,24.0,18.0,1.9971448969771097,15.0,1.219986943775052,0.34,17.0,8.0,0.0,27.0,e679d81c-368f-43ad-b58a-632ec63686a0
984,wave0,10.0,4.0,24.0,0.22198556088455745,9.0,0.33766538989522804,0.05,13.0,4.0,1.0,19.0,caa8334f-df82-4189-a3bf-3b5620046943
985,wave1,11.0,7.0,27.0,2.118590673556917,23.0,0.9527034902491787,0.24,13.0,6.0,3.0,11.0,caa8334f-df82-4189-a3bf-3b5620046943
986,wave2,5.0,7.0,21.0,1.7119725558696843,19.0,0.7829863231783603,0.22,15.0,2.0,1.0,9.0,caa8334f-df82-4189-a3bf-3b5620046943
987,wave3,7.0,7.0,15.0,0.7583210836310987,15.0,0.6185666055359894,0.09,7.0,4.0,1.0,7.0,caa8334f-df82-4189-a3bf-3b5620046943
988,wave4,5.0,9.0,17.0,2.5822374671815425,18.0,0.9961151218337653,0.28,10.0,3.0,2.0,8.0,caa8334f-df82-4189-a3bf-3b5620046943
989,wave5,9.0,15.0,30.0,2.091751130136692,23.0,0.9547809795809955,0.28,21.0,6.0,0.0,22.0,caa8334f-df82-4189-a3bf-3b5620046943
990,wave0,16.0,3.0,30.0,0.17001540890382594,7.0,0.22447574348072222,0.05,14.0,3.0,0.0,26.0,d5dd58ef-d280-4d44-9ced-ead4506b9715
991,wave1,45.0,7.0,99.0,0.31829122071153737,57.0,0.6811201693594422,0.08,54.0,25.0,0.0,49.0,d5dd58ef-d280-4d44-9ced-ead4506b9715
992,wave2,29.0,14.0,91.0,1.7191678530287748,37.0,1.5229062163664113,0.27,57.0,20.0,5.0,68.0,d5dd58ef-d280-4d44-9ced-ead4506b9715
993,wave3,62.0,12.0,132.0,2.317980738234924,76.0,1.3195293261485312,0.3,66.0,35.0,4.0,68.0,d5dd58ef-d280-4d44-9ced-ead4506b9715
994,wave4,64.0,19.0,165.0,1.9162801368320321,73.0,1.9620642875152192,0.3,89.0,41.0,12.0,111.0,d5dd58ef-d280-4d44-9ced-ead4506b9715
995,wave5,49.0,16.0,162.0,2.264019730022702,74.0,1.8777074911676104,0.3,98.0,45.0,15.0,104.0,d5dd58ef-d280-4d44-9ced-ead4506b9715
996,wave0,41.0,3.0,45.0,0.26191727313546415,0.0,0.2912358948790196,0.05,4.0,0.0,0.0,48.0,46d92c73-2d8a-4834-828c-47c0d6fa3fa9
997,wave1,54.0,7.0,87.0,0.6728181457760735,7.0,1.198100069932712,0.08,33.0,4.0,0.0,87.0,46d92c73-2d8a-4834-828c-47c0d6fa3fa9
998,wave2,74.0,17.0,117.0,1.3402036989404003,10.0,1.50058668152048,0.27,41.0,7.0,2.0,124.0,46d92c73-2d8a-4834-828c-47c0d6fa3fa9
999,wave3,22.0,17.0,41.0,1.9136722551961087,6.0,1.551696899876994,0.34,18.0,4.0,1.0,52.0,46d92c73-2d8a-4834-828c-47c0d6fa3fa9
1000,wave4,2.0,18.0,34.0,2.4703414683665876,12.0,1.4920857547271127,0.36,31.0,6.0,1.0,40.0,46d92c73-2d8a-4834-828c-47c0d6fa3fa9
1001,wave5,6.0,16.0,42.0,2.508244116878514,7.0,1.5942761812657722,0.34,36.0,5.0,0.0,51.0,46d92c73-2d8a-4834-828c-47c0d6fa3fa9
1002,wave0,3.0,3.0,13.0,0.3502351675286547,4.0,0.5912284294727412,0.05,10.0,1.0,0.0,12.0,fb8dc706-3cf5-41ff-8ee1-28f5bb33367c
1003,wave1,10.0,7.0,23.0,0.4688780204221009,9.0,1.2111663194727025,0.08,13.0,3.0,0.0,21.0,fb8dc706-3cf5-41ff-8ee1-28f5bb33367c
1004,wave2,6.0,15.0,17.0,1.3756225868144856,8.0,1.0405319680465133,0.27,9.0,3.0,2.0,24.0,fb8dc706-3cf5-41ff-8ee1-28f5bb33367c
1005,wave3,2.0,10.0,26.0,2.902560391296507,10.0,1.460020533009105,0.3,23.0,2.0,1.0,26.0,fb8dc706-3cf5-41ff-8ee1-28f5bb33367c
1006,wave4,0.0,16.0,23.0,1.3280198313141254,19.0,1.2815245662783912,0.3,19.0,4.0,4.0,20.0,fb8dc706-3cf5-41ff-8ee1-28f5bb33367c
1007,wave5,1.0,21.0,17.0,1.2454348962240547,22.0,1.4594498501229383,0.23,11.0,4.0,5.0,16.0,fb8dc706-3cf5-41ff-8ee1-28f5bb33367c
1008,wave0,1.0,4.0,4.0,0.236231706057656,1.0,0.23700610651173545,0.05,3.0,1.0,0.0,7.0,6f1c2276-9b80-4551-b19f-adb5b1d5e83f
1009,wave1,3.0,12.0,11.0,1.7736495448028744,10.0,0.9615805467647325,0.24,6.0,3.0,2.0,13.0,6f1c2276-9b80-4551-b19f-adb5b1d5e83f
1010,wave2,0.0,14.0,22.0,1.781464083520828,17.0,1.0039083581878416,0.27,16.0,5.0,6.0,19.0,6f1c2276-9b80-4551-b19f-adb5b1d5e83f
1011,wave3,1.0,14.0,15.0,2.3113359481037388,15.0,1.1265088298195027,0.27,9.0,5.0,5.0,14.0,6f1c2276-9b80-4551-b19f-adb5b1d5e83f
1012,wave4,3.0,15.0,20.0,2.2003495666947446,15.0,0.9027660299717457,0.3,16.0,7.0,1.0,20.0,6f1c2276-9b80-4551-b19f-adb5b1d5e83f
1013,wave5,3.0,10.0,21.0,2.2341533665783833,8.0,0.7841193471854014,0.3,18.0,5.0,0.0,23.0,6f1c2276-9b80-4551-b19f-adb5b1d5e83f
1014,wave0,0.0,4.0,2.0,0.3255409981787885,1.0,0.33507387279440337,0.05,2.0,1.0,0.0,5.0,49891a93-f8b3-4b54-a2a8-0f95999f141c
1015,wave1,2.0,13.0,13.0,1.9926149762797813,8.0,1.2935107199639622,0.24,11.0,4.0,0.0,18.0,49891a93-f8b3-4b54-a2a8-0f95999f141c
1016,wave2,0.0,20.0,2.0,1.481863937182672,9.0,1.0849356018518939,0.27,2.0,4.0,0.0,13.0,49891a93-f8b3-4b54-a2a8-0f95999f141c
1017,wave3,1.0,20.0,6.0,1.9425469479558766,6.0,1.7514293155447667,0.3,5.0,4.0,0.0,20.0,49891a93-f8b3-4b54-a2a8-0f95999f141c
1018,wave4,2.0,21.0,17.0,2.865743991554573,8.0,1.4400523842304833,0.41,15.0,3.0,0.0,30.0,49891a93-f8b3-4b54-a2a8-0f95999f141c
1019,wave5,4.0,28.0,23.0,2.434157636221908,16.0,1.1478986413199588,0.43,17.0,4.0,2.0,35.0,49891a93-f8b3-4b54-a2a8-0f95999f141c
1020,wave0,16.0,3.0,24.0,0.14783676972017068,0.0,0.2454955945951833,0.05,8.0,0.0,0.0,27.0,23626214-3e76-4393-a8c8-7fdaca29e210
1021,wave1,23.0,3.0,34.0,0.5658411427659746,0.0,0.41604620792917585,0.08,11.0,0.0,0.0,37.0,23626214-3e76-4393-a8c8-7fdaca29e210
1022,wave2,21.0,4.0,32.0,0.3404758618068062,0.0,0.4222196393441453,0.07,11.0,0.0,0.0,36.0,23626214-3e76-4393-a8c8-7fdaca29e210
